ID,English,Chinese_Simplified,French,German,Italian,Polish,Portuguese_Brazil,Russian,Spanish
Burrower_Atk2_Description,Slam against 3 tiles in a row.,Slam against 3 tiles in a row.,Frappe violemment 3 cases alignées.,Schlag auf 3 Felder in einer Reihe.,세 타일을 동시에 덮칩니다.,Uderza w 3 kolejne pola w linii prostej.,Atinge 3 espaços em fileira.,Наносит удар по трем клеткам на одной линии.,Se lanza contra 3 casillas seguidas.
HornetAtk1_Name,Stinger,Stinger,Dard,Stachel,가시,Żądło,Ferroada.,Жало,Aguijón
HornetAtk1_Description,Stab the target.,Stab the target.,Frappe la cible.,Sticht das Ziel.,목표를 찌릅니다. ,Żądli cel.,Fura o alvo.,Пронзает цель.,Perfora al objetivo.
HornetAtk2_Name,Launching Stinger,Launching Stinger,Dard à propulsion,Wurfstachel,발사 가시,Mocne Żądło,Lança-ferrão,Дальнобойное жало,Aguijón lanzador
HornetAtk2_Description,Stab 2 tiles in front of the unit.,Stab 2 tiles in front of the unit.,Frappe 2 cases devant l'unité.,Sticht 2 Felder vor der Einheit.,유닛 앞 두 타일을 찌릅니다. ,Żądli 2 kolejne pola naprzeciwko jednostki.,Fura 2 espaços à frente da unidade.,Пронзает две клетки перед собой.,Perfora 2 casillas frente a la unidad.
CrabAtk1_Name,Explosive Expulsions,Explosive Expulsions,Expulsion explosive,Explosiver Ausstoß,폭발성 분비물,Wybuchowe Wydzieliny,Expulsões Explosivas,Взрывчатый выброс,Expulsiones explos.
CrabAtk1_Description,Launch artillery attack on 2 tiles.,Launch artillery attack on 2 tiles.,Attaque d'artillerie sur 2 cases.,Artillerieangriff auf 2 Felder.,두 타일에 걸쳐 포격합니다.,Atak artyleryjski na 2 pola.,Ataque de artilharia em 2 espaços.,Наносит артиллерийский удар по 2 клеткам.,Lanza un ataque de artillería sobre 2 casillas.
CrabAtk2_Name,Explosive Expulsions,Explosive Expulsions,Expulsion explosive,Explosiver Ausstoß,폭발성 분비물,Wybuchowe Wydzieliny,Expulsões Explosivas,Взрывчатый выброс,Expulsiones explos.
CrabAtk2_Description,Launch artillery attack on 2 tiles.,Launch artillery attack on 2 tiles.,Attaque d'artillerie sur 2 cases.,Artillerieangriff auf 2 Felder.,두 타일에 걸쳐 포격합니다.,Atak artyleryjski na 2 pola.,Ataque de artilharia em 2 espaços.,Наносит артиллерийский удар по 2 клеткам.,Lanza un ataque de artillería sobre 2 casillas.
ScarabAtk1_Name,Spitting Glands,Spitting Glands,Glande cracheuse,Spuckdrüse,침샘,Plujące Gruczoły,Glândulas Salivares,Плевательные железы,Glándulas escup.
ScarabAtk1_Description,Lob an artillery shot at a single tile.,Lob an artillery shot at a single tile.,Envoie un tir en lob sur une seule case.,Einzelne Artilleriesalve auf ein Feld.,한 타일에 포격합니다.,Wystrzeliwuje pocisk artyleryjski po paraboli na pojedyncze pole.,"Tiro de artilharia em arco, atinge 1 espaço.",Наносит артиллерийский удар по 1 клетке.,Lanza un disparo de artillería contra una sola casilla.
ScarabAtk2_Name,Spitting Glands,Spitting Glands,Glande cracheuse,Spuckdrüse,침샘,Plujące Gruczoły,Glândulas Salivares,Плевательные железы,Glándulas escup.
ScarabAtk2_Description,Lob a powerful artillery shot at a single tile.,Lob a powerful artillery shot at a single tile.,Envoie un tir puissant en lob sur une seule case.,Massive Artilleriesalve auf ein Feld.,한 타일에 강하게 포격합니다.,Wystrzeliwuje potężny pocisk artyleryjski po paraboli na pojedyncze pole.,"Poderoso tiro de artilharia em arco, atinge 1 espaço.",Наносит мощный артиллерийский удар по 1 клетке.,Lanza un potente disparo de artillería contra una sola casilla.
CentipedeAtk1_Name,Acidic Vomit,Acidic Vomit,Vomissure acide,Ätzender Ausstoß,산성 토사물,Kwaśny Rzyg,Vômito Ácido,Кислотная отрыжка,Vómito ácido
CentipedeAtk1_Description,"Launch a volatile mass of goo, applying A.C.I.D. on nearby units.","Launch a volatile mass of goo, applying A.C.I.D. on nearby units.",Crache une masse de fange volatile infligeant des dégâts d'A.C.I.D.E. aux unités proches.,Schleudert explosives A.C.I.D.U.M.-Sekret auf Einheiten in der Nähe.,불안정한 액체물질을 내뱉어 유닛에게 A.C.I.D.를 묻힙니다.,Wystrzeliwuje wybuchową breję pokrywającą pobliskie jednostki K.W.A.S-em.,Dispara uma substância gosmenta e aplica A.C.I.D nas unidades perto.,"Выплевывает комок едкой слизи, покрывая кислотой ближайшие юниты.",Lanza una masa pringosa y volátil que aplica A.C.I.D.O. a las unidades próximas.
CentipedeAtk2_Name,Corrosive Vomit,Corrosive Vomit,Vomissure corrosive,Korrosiver Ausstoß,부식성 토사물,Żrący Rzyg,Vômito Corrosivo,Едкая отрыжка,Vómito corrosivo
CentipedeAtk2_Description,"Launch a volatile mass of goo, applying A.C.I.D. on nearby units.","Launch a volatile mass of goo, applying A.C.I.D. on nearby units.",Crache une masse de fange volatile infligeant des dégâts d'A.C.I.D.E. aux unités proches.,Schleudert explosives A.C.I.D.U.M.-Sekret auf Einheiten in der Nähe.,불안정한 액체물질을 내뱉어 유닛에게 A.C.I.D.를 묻힙니다.,Wystrzeliwuje wybuchową breję pokrywającą pobliskie jednostki K.W.A.S-em.,Dispara uma substância gosmenta e aplica A.C.I.D nas unidades perto.,"Выплевывает комок едкой слизи, покрывая кислотой ближайшие юниты.",Lanza una masa pringosa y volátil que aplica A.C.I.D.O. a las unidades próximas.
LeaperAtk1_Name,Fangs,Fangs,Crocs,Fänge,송곳니,Zębiska,Dente,Клыки,Fauces
LeaperAtk1_Description,"Web the target, preparing to bite it.","Web the target, preparing to bite it.",Prend la cible dans sa toile et se prépare à la mordre.,"Webt das Ziel ein, um es zu beißen.","목표를 속박해, 물 준비를 합니다.","Oplątuje cel, zanim go ugryzie.",Põe o alvo na Teia e se prepara pra morder.,Обездвиживает цель паутиной и готовится укусить ее.,Enreda al objetivo para luego morderlo.
LeaperAtk2_Name,Sharpened Fangs,Sharpened Fangs,Crocs acérés,Spitze Fänge,날카로운 송곳니,Zaostrzone Zębiska,Dentes Afiados,Заостренные клыки,Fauces afiladas
LeaperAtk2_Description,"Web the target, preparing to bite it.","Web the target, preparing to bite it.",Prend la cible dans sa toile et se prépare à la mordre.,"Webt das Ziel ein, um es zu beißen.","목표를 속박해, 물 준비를 합니다.","Oplątuje cel, zanim go ugryzie.",Põe o alvo na Teia e se prepara pra morder.,Обездвиживает цель паутиной и готовится укусить ее.,Enreda al objetivo para luego morderlo.
FireflyAtk1_Name,Accelerating Thorax,Accelerating Thorax,Thorax accélérant,Beschleunigender Thorax,발사 가슴샘,Opływowy Tułów,Tórax Acelerado,Торакс-ускоритель,Tórax acelerador
FireflyAtk1_Description,Launch a volatile mass of goo.,Launch a volatile mass of goo.,Crache une masse de fange volatile.,Schleudert explosives Sekret von sich.,불안정 액체물질을 발사합니다. ,Wystrzeliwuje wybuchową breję.,Cospe uma substância gosmenta.,Выплевывает комок взрывоопасной слизи.,Lanza una masa pringosa y volátil.
FireflyAtk2_Name,Enhanced Thorax,Enhanced Thorax,Thorax amélioré,Verstärkter Thorax,증대 가슴샘,Przerośnięty Tułów,Tórax Aprimorado,Усиленный торакс,Tórax mejorado
FireflyAtk2_Description,Launch a volatile mass of goo.,Launch a volatile mass of goo.,Crache une masse de fange volatile.,Schleudert explosives Sekret von sich.,불안정 액체물질을 발사합니다. ,Wystrzeliwuje wybuchową breję.,Cospe uma substância gosmenta.,Выплевывает комок взрывоопасной слизи.,Lanza una masa pringosa y volátil.
BeetleAtk1_Name,Pincers,Pincers,Pinces,Zangen,집게발,Szczypce,Pinça,Хелицеры,Pinzas
BeetleAtk1_Description,Charge forward to damage and push the target.,Charge forward to damage and push the target.,Charge vers l'avant pour infliger des dégâts à la cible et la pousser.,"Sprint nach vorn, um dem Ziel Schaden zuzufügen und es zu schieben.",전방으로 돌격해 목표를 밀칩니다.,"Szarżuje naprzód, rani i popycha cel.","Avança à frente, causa dano e empurra o alvo.","Делает мощный рывок вперед, нанося урон цели и толкая ее.",Carga hacia delante para hacer daño y empujar al objetivo.
BeetleAtk2_Name,Sharpened Pincers,Sharpened Pincers,Pinces acérées,Scharfe Zangen,날카로운 집게발,Zaostrzone Szczypce,Pinças Afiadas,Заостренные хелицеры,Pinzas afiladas
BeetleAtk2_Description,Charge forward to damage and push the target.,Charge forward to damage and push the target.,Charge vers l'avant pour infliger des dégâts à la cible et la pousser.,"Sprint nach vorn, um dem Ziel Schaden zuzufügen und es zu schieben.",전방으로 돌격해 목표를 밀칩니다.,"Szarżuje naprzód, rani i popycha cel.","Avança à frente, causa dano e empurra o alvo.","Делает мощный рывок вперед, нанося урон цели и толкая ее.",Carga hacia delante para hacer daño y empujar al objetivo.
DiggerAtk1_Name,Digging Tusks,Digging Tusks,Défenses fouisseuses,Grabfänge,어금니,Ryjące Kły,Dentes Escavadores,Копательные жвалы,Colmillos excav.
DiggerAtk1_Description,Create a defensive rock wall before attacking adjacent tiles.,Create a defensive rock wall before attacking adjacent tiles.,Crée un mur de roche défensif avant d'attaquer les cases adjacentes.,Erschafft eine schützende Felswand und greift dann benachbarte Felder an.,인접 타일을 공격하기 전 방어용 암석벽을 만듭니다. ,"Tworzy obronną skałę, po czym atakuje przylegające pola.",Cria uma muralha de rochas antes de atacar espaços adjacentes.,"Создает защитную стену из камня, а затем атакует соседние клетки.","Crea un muro de roca defensivo y, luego, ataca a las casillas adyacentes."
DiggerAtk2_Name,Digging Tusks,Digging Tusks,Défenses fouisseuses,Grabfänge,어금니,Ryjące Kły,Dentes Escavadores,Копательные жвалы,Colmillos excav.
DiggerAtk2_Description,Create a defensive rock wall before attacking adjacent tiles.,Create a defensive rock wall before attacking adjacent tiles.,Crée un mur de roche défensif avant d'attaquer les cases adjacentes.,Erschafft eine schützende Felswand und greift dann benachbarte Felder an.,인접 타일을 공격하기 전 방어용 암석벽을 만듭니다. ,"Tworzy obronną skałę, po czym atakuje przylegające pola.",Cria uma muralha de rochas antes de atacar espaços adjacentes.,"Создает защитную стену из камня, а затем атакует соседние клетки.","Crea un muro de roca defensivo y, luego, ataca a las casillas adyacentes."
BlobberAtk1_Name,Unstable Growths,Unstable Growths,Excroissance instable,Instabiles Wachstum,불안정한 성장,Niestabilne Narośle,Crias Instáveis,Нестабильная поросль,Neoplasia inest.
BlobberAtk1_Description,Throw a sticky blob that will explode.,Throw a sticky blob that will explode.,Lance une bulle collante qui explose au contact.,"Schleudert eine klebrige Masse, die explodiert.",곧 폭발하는 블롭을 발사합니다. ,"Wystrzeliwuje klejący glut, który wybucha.",Cospe um visgo grudento que vai explodir.,"Выпускает липкий пузырь, который взрывается.",Lanza un pringue pegajoso que explota.
BlobberAtk2_Name,Volatile Growths,Volatile Growths,Excroissance volatile,Unberechenbares Wachstum,불안한 성장,Wybuchowe Narośle,Crias Instáveis,Взрывоопасная поросль,Neoplasia volátil
BlobberAtk2_Description,Throw a massive blob that will explode.,Throw a massive blob that will explode.,Lance une énorme bulle qui explose au contact.,"Schleudert eine massive Masse, die explodiert.",곧 폭발하는 거대 블롭을 발사합니다. ,"Wystrzeliwuje olbrzymi glut, który wybucha.",Cospe um grande visgo grudento que vai explodir.,"Выпускает огромный пузырь, который взрывается.",Lanza un pringue enorme que explota.
BlobAtk1_Name,Unstable Guts,Unstable Guts,Entrailles instables,Instabile Innereien,불안정한 내장,Niestabilne Wnętrzności,Vísceras Voláteis,Нестабильные внутренности,Órganos inest.
BlobAtk1_Description,"Explode, killing itself and damaging adjacent tiles. Kill it first to stop it.","Explode, killing itself and damaging adjacent tiles. Kill it first to stop it.","Explose, ce qui le tue mais endommage les cases adjacentes. Tuez-le d'abord pour empêcher ça.","Explodiert, zerstört sich selbst und verursacht Schaden auf benachbarten Feldern. Muss zerstört werden, um es zu stoppen.",폭발해 스스로와 인접한 타일을 해칩니다. 폭발하기 전에 처치하세요. ,"Wybucha, czym zabija siebie i zadaje obrażenia przylegającym polom. Zabij go, zanim wybuchnie.","Explode, se mata e causa dano a espaços adjacentes. Mate-o para impedir.","Взрывается, уничтожая себя и нанося урон соседним клеткам. Убейте его, прежде чем это случится.",Explota matándose a sí mismo y haciendo daño a las casillas adyacentes. Hay que matarlo antes para detenerlo.
BlobAtk2_Name,Volatile Guts,Volatile Guts,Entrailles volatiles,Unberechenbare Innereien,불안한 내장,Wybuchowe Wnętrzności,Vísceras Voláteis,Взрывчатые внутренности,Órganos volát.
BlobAtk2_Description,"Explode, killing itself and damaging adjacent tiles. Kill it first to stop it.","Explode, killing itself and damaging adjacent tiles. Kill it first to stop it.","Explose, ce qui le tue mais endommage les cases adjacentes. Tuez-le d'abord pour empêcher ça.","Explodiert, zerstört sich selbst und verursacht Schaden auf benachbarten Feldern. Muss zerstört werden, um es zu stoppen.",폭발해 스스로와 인접한 타일을 해칩니다. 폭발하기 전에 처치하세요. ,"Wybucha, czym zabija siebie i zadaje obrażenia przylegającym polom. Zabij go, zanim wybuchnie.","Explode, se mata e causa dano a espaços adjacentes. Mate-o para impedir.","Взрывается, уничтожая себя и нанося урон соседним клеткам. Убейте его, прежде чем это случится.",Explota matándose a sí mismo y haciendo daño a las casillas adyacentes. Hay que matarlo antes para detenerlo.
SpiderAtk1_Name,Tiny Offspring,Tiny Offspring,Minuscule rejeton,Winziger Nachwuchs,작은 유충,Małe Potomstwo,Filhotinho,Маленький отпрыск,Progenie peq.
SpiderAtk1_Description,Throw a sticky egg that hatches into a Spiderling.,Throw a sticky egg that hatches into a Spiderling.,Lance un œuf gluant qui donne naissance à une Épeire.,"Schleudert ein klebriges Ei, aus dem ein Spinnling schlüpft.",유충으로 부화하는 알을 뿌립니다. ,"Wystrzeliwuje klejący kokon, z którego wylęga się Pajęczak.",Lança um ovo gosmento que gera uma Aranhinha.,"Выбрасывает липкое яйцо, из которого вылупится паучок.",Lanza un huevo pegajoso del que eclosiona un aracnoide.
SpiderAtk2_Name,Large Offspring,Large Offspring,Gros rejeton,Großer Nachwuchs,큰 유충,Duże Potomstwo,Filhote Grande,Большой отпрыск,Progenie grande
SpiderAtk2_Description,Throw a sticky egg that hatches into a Spiderling.,Throw a sticky egg that hatches into a Spiderling.,Lance un œuf gluant qui donne naissance à une Épeire.,"Schleudert ein klebriges Ei, aus dem ein Spinnling schlüpft.",유충으로 부화하는 알을 뿌립니다. ,"Wystrzeliwuje klejący kokon, z którego wylęga się Pajęczak.",Lança um ovo gosmento que gera uma Aranhinha.,"Выбрасывает липкое яйцо, из которого вылупится паучок.",Lanza un huevo pegajoso del que eclosiona un aracnoide.
SpiderlingHatch1_Name,Spiderling Egg,Spiderling Egg,Œuf d'Épeire,Spinnlingsei,스파이더 알,Kokon,Ovo de Aranhinha,Паучье яйцо,Huevo de aracn.
SpiderlingHatch1_Description,Hatch into Spiderling.,Hatch into Spiderling.,Donne naissance à une Épeire.,Aus diesem Ei schlüpft ein Spinnling.,스파이더 유충으로 부화합니다. ,Wylęgnie się z niego Pajęczak.,Gera uma Aranhinha.,Отсюда вылупится паучок.,De él eclosiona un aracnoide.
WebeggHatch1_Name,Spiderling Egg,Spiderling Egg,Œuf d'Épeire,Spinnlingsei,스파이더 알,Kokon,Ovo de Aranhinha,Паучье яйцо,Huevo de aracn.
WebeggHatch1_Description,Hatch into Spiderling.,Hatch into Spiderling.,Donne naissance à une Épeire.,Aus diesem Ei schlüpft ein Spinnling.,스파이더 유충으로 부화합니다. ,Wylęgnie się z niego Pajęczak.,Gera uma Aranhinha.,Отсюда вылупится паучок.,De él eclosiona un aracnoide.
Jelly_Health_Tooltip_Name,Invigorating Spores,Invigorating Spores,Spores revigorantes,Belebende Sporen,보양 포자,Wzmacniające Zarodniki,Esporos Revigorantes,Укрепляющие споры,Esporas vigorizantes
Jelly_Health_Tooltip_Description,All other Vek receive +1 HP as long as the Psion is living.,All other Vek receive +1 HP as long as the Psion is living.,Tous les autres Veks reçoivent +1 PV tant que le Psion est en vie.,"Alle anderen Vek erhalten +1 GP, solang der Psion lebt.",사이온이 살아있는 동안 다른 모든 Vek이 HP를 1 받습니다. ,"Wszystkie inne veki otrzymują +1 PZ, dopóki żyje Psionik.",Outros Vek ganham +1 PV enquanto o Psion estiver vivo.,"Все остальные векки получают +1 ОЗ, пока псион жив.",Todos los demás vek reciben +1 PS mientras el psiónico siga con vida.
Jelly_Explode_Tooltip_Name,Explosive Decay,Explosive Decay,Pourrissement explosif,Explosiver Verfall,폭발성 시체,Wybuchowy Rozkład,Morte Explosiva,Взрывной распад,Descomp. explos.
Jelly_Explode_Tooltip_Description,"All other Vek will explode on death, dealing 1 damage to adjacent tiles.","All other Vek will explode on death, dealing 1 damage to adjacent tiles.","Tous les autres Veks explosent en mourant, infligeant 1 point de dégâts aux cases adjacentes.",Alle anderen Vek explodieren beim Tod und verursachen auf allen benachbarten Feldern 1 Schaden.,다른 모든 Vek이 죽을 때 폭발해 인접한 타일에 피해를 1 줍니다. ,"Wszystkie inne veki wybuchają po śmierci, zadając 1 pkt. obrażeń przylegającym polom.",Outros Vek explodem ao morrer e causam 1 de dano a espaços adjacentes.,"Все остальные векки при смерти взрываются, нанося 1 ед. урона соседним клеткам.","Todos los demás vek explotarán al morir, lo que infligirá 1 de daño a las casillas adyacentes."
Jelly_Lava_Tooltip_Name,Hive Targeting,Hive Targeting,Visée de ruche,Im Visier des Schwarms,둥지가 노림,Gniew Roju,Mira da Colônia,Агрессивный рой,Objet. colmena
Jelly_Lava_Tooltip_Description,All player units take 1 damage at the end of every turn.,All player units take 1 damage at the end of every turn.,Toutes les unités du joueur subissent 1 point de dégâts à la fin de chaque tour.,Alle Spielereinheiten erleiden am Ende jeder Runde 1 Schaden.,매 턴마다 모든 아군 유닛이 피해를 1 받습니다. ,Wszystkie jednostki gracza otrzymują 1 pkt. obrażeń na koniec każdej tury.,Todas as unidades do jogador sofrem 1 de dano ao fim do turno.,Все юниты игрока получают 1 ед. урона в конце каждого хода.,Todas las unidades del jugador sufrirán 1 de daño al final de cada turno.
Jelly_Armor_Tooltip_Name,Hardened Carapace,Hardened Carapace,Carapace durcie,Verstärkter Panzer,강화 갑각,Wzmocniony Karapaks,Carapaça Rígida,Плотный панцирь,Capar. endurecido
Jelly_Armor_Tooltip_Description,All other Vek have incoming weapon damage reduced by 1.,All other Vek have incoming weapon damage reduced by 1.,Les armes infligent -1 point de dégâts à tous les autres Veks.,Alle anderen Vek erleiden 1 Waffenschaden weniger.,다른 모든 Vek이 무기 피해를 1 적게 받습니다. ,Wszystkie inne veki otrzymują obrażenia od broni zmniejszone o 1 pkt.,Outros Vek recebem 1 a menos de dano das armas.,Все остальные векки получают на 1 ед. меньше урона от оружия.,Todos los demás vek reciben 1 menos de daño de armas.
Jelly_Regen_Tooltip_Name,Regeneration,Regeneration,Régénération,Regeneration,재생,Regeneracja,Regeneração,Регенерация,Regeneración
Jelly_Regen_Tooltip_Description,All other Vek heal 1 at the start of their turn.,All other Vek heal 1 at the start of their turn.,Tous les autres Veks récupèrent 1 PV au début de chaque tour.,Alle anderen Vek heilen 1 GP zu Beginn ihrer Runde.,다른 모든 Vek이 턴 시작시 HP를 1 회복합니다.,Wszystkie inne veki odzyskują 1 pkt. Zdrowia na początku swojej tury.,Outros Vek se curam em 1 PV no início dos turnos.,Все остальные векки восстанавливают 1 ОЗ в начале своего хода.,Todos los demás vek se curan 1 al principio de su turno.
BeetleAtkB_Name,Flaming Abdomen,Flaming Abdomen,Abdomen enflammé,Flammender Unterleib,불꽃 복부샘,Ognisty Brzuch,Abdome Flamejante,Огненное брюшко,Abdomen llameante
BeetleAtkB_Description,Charge and light every tile in the path on Fire.,Charge and light every tile in the path on Fire.,Charge et met le feu à toutes les cases sur son chemin.,"Wenn geladen, wird jedes Feld auf dem Weg in Brand gesteckt.",돌격하며 경로의 모든 타일에 불을 붙입니다. ,Szarżuje i podpala wszystkie pola na trasie.,Avance e ateie Fogo a todos os espaços no caminho.,"Движется вперед, поджигая все клетки на своем пути.",Carga y prende fuego en todas las casillas que atraviesa.
SnowBossAtk_Name,Vk8 Rockets Mark III,Vk8 Rockets Mark III,Roquettes Vk8 Mk III,Vk8-Raketen Typ III,Vk8 로켓 마크 III,Rakiety Vk8 Model III,Vk8 Foguetes Mark III,Ракеты ВК-8 тип III,Cohetes Vk8 v3
SnowBossAtk_Description,Launch Rockets at 3 tiles.,Launch Rockets at 3 tiles.,Tire des roquettes sur 3 cases.,Schießt Raketen auf 3 Felder.,세 타일에 로켓을 발사합니다.,Wystrzeliwuje rakiety na 3 pola.,Dispara Foguetes em 3 espaços.,Выпускает ракеты по 3 клеткам.,Lanza cohetes a 3 casillas.
SnowBossAtk2_Name,Vk8 Rockets Mark IV,Vk8 Rockets Mark IV,Roquettes Vk8 Mk IV,Vk8-Raketen Typ IV,Vk8 로켓 마크 IV,Rakiety Vk8 Model IV,Vk8 Rockets Mark IV,Ракеты ВК-8 тип IV,Cohetes Vk8 v4
SnowBossAtk2_Description,Launch Rockets at 3 tiles.,Launch Rockets at 3 tiles.,Tire des roquettes sur 3 cases.,Schießt Raketen auf 3 Felder.,세 타일에 로켓을 발사합니다.,Wystrzeliwuje rakiety na 3 pola.,Dispara Foguetes em 3 espaços.,Выпускает ракеты по 3 клеткам.,Lanza cohetes a 3 casillas.
FireflyAtkB_Name,Burning Thorax,Burning Thorax,Thorax brûlant,Flammender Thorax,화염 가슴샘,Płonący Tułów,Tórax de Fogo,Пылающий торакс,Tórax ardiente
FireflyAtkB_Description,Launch goo projectiles in two directions.,Launch goo projectiles in two directions.,Lance des projectiles de fange dans deux directions.,Schleudert Gallertgeschosse in zwei Richtungen.,불안정 액체물질을 두 방향으로 발사합니다. ,Wystrzeliwuje breje w dwóch kierunkach.,Lança projéteis de gosma em duas direções.,Выстреливает слизью в двух направлениях.,Lanza proyectiles pringosos en dos direcciones.
BlobBossAtk_Name,Goo Attack,Goo Attack,Attaque fangeuse,Gallertangriff,액체괴물 공격,Ataki Brei,Ataque de Gosma,Натиск слизи,Ataq. pring.
BlobBossAtk_Description,Attempt to squish the adjacent tile.,Attempt to squish the adjacent tile.,Tente d'écraser la case adjacente.,"Versucht, ein benachbartes Feld zu zerquetschen.",인접 타일을 덮칩니다. ,Przypuszcza próbę przygniecenia przylegającego pola.,Tenta esmagar o espaço adjacente.,Пытается раздавить соседнюю клетку.,Intenta chafar la casilla adyacente.
BlobBossAtkMed_Name,Goo Attack,Goo Attack,Attaque fangeuse,Gallertangriff,액체괴물 공격,Ataki Brei,Ataque de Gosma,Натиск слизи,Ataq. pring.
BlobBossAtkMed_Description,Attempt to squish the adjacent tile.,Attempt to squish the adjacent tile.,Tente d'écraser la case adjacente.,"Versucht, ein benachbartes Feld zu zerquetschen.",인접 타일을 덮칩니다. ,Przypuszcza próbę przygniecenia przylegającego pola.,Tenta esmagar o espaço adjacente.,Пытается раздавить соседнюю клетку.,Intenta chafar la casilla adyacente.
BlobBossAtkSmall_Name,Goo Attack,Goo Attack,Attaque fangeuse,Gallertangriff,액체괴물 공격,Ataki Brei,Ataque de Gosma,Натиск слизи,Ataq. pring.
BlobBossAtkSmall_Description,Attempt to squish the adjacent tile.,Attempt to squish the adjacent tile.,Tente d'écraser la case adjacente.,"Versucht, ein benachbartes Feld zu zerquetschen.",인접 타일을 덮칩니다. ,Przypuszcza próbę przygniecenia przylegającego pola.,Tenta esmagar o espaço adjacente.,Пытается раздавить соседнюю клетку.,Intenta chafar la casilla adyacente.
HornetAtkB_Name,Super Stinger,Super Stinger,Super-dard,Superstachel,슈퍼 가시,Superżądło,Superferroada,Супержало,Superaguijón
HornetAtkB_Description,Stab three tiles in a row.,Stab three tiles in a row.,Frappe 3 cases alignées.,Sticht drei Felder nacheinander.,세 타일을 동시에 찌릅니다. ,Żądli 3 kolejne pola w linii prostej.,Fura três espaços em sequência.,Наносит удар по трем клеткам на одной линии.,Perfora tres casillas seguidas.
ScorpionAtkB_Name,Massive Spinneret,Massive Spinneret,Massive filière,Riesenspinndrüse,거대 돌기 ,Gigantyczne Kądziołki,Fiandeira Enorme,Массовая ловушка,Hileras gigantes
