ID,English,Chinese_Simplified,French,German,Italian,Polish,Portuguese_Brazil,Russian,Spanish
Bonus_Mechs,End with less than 4 Mech Damage (Current: $1),End with less than 4 Mech Damage (Current: $1),Finir avec moins de 4 dégâts aux Mechas (actuellement : $1),Beende den Kampf mit weniger als 4 Mechschaden. (Derzeit: $1),메크 피해 3 이하로 전투 종료(현재: $1),Odnieś mniej niż 4 pkt. obrażeń mechami (obecnie: $1),Menos de 4 de dano a Mekas até o fim (Atual: $1),Менее 4 ед. урона мехам в конце боя\n(текущий урон: $1),Acaba con menos de 4 de daño a mechs. (Actual: $1)
Bonus_Block,Block Vek Spawning 3 times\n(Current: $1),Block Vek Spawning 3 times\n(Current: $1),Empêcher 3 fois les apparitions de Veks\n(Actuellement : $1),Blocke 3-mal das Auftauchen neuer Vek.\n(Derzeit: $1),Vek 출현 3번 차단\n(현재: $1),Zablokuj veki pod ziemią 3 razy\n(obecnie: $1),Bloqueie surgimento Vek 3 vezes\n(Atual: $1),Заблокируйте появление векков 3 раза\n(Выполнено: $1),Bloquea a los vek que emergen 3 veces.\n(Actual: $1)
Bonus_Block_Large,Block Vek Spawning\n3 times \n(Current: $1),Block Vek Spawning\n3 times \n(Current: $1),Empêcher 3 fois\nles apparitions de Veks\n(Actuellement : $1),Blocke 3-mal das Auftauchen\nneuer Vek.\n(Derzeit: $1),Vek 출현 3번\n차단\n(현재: $1),Zablokuj veki pod ziemią\n3 razy\n(obecnie: $1),Bloqueie surgimento Vek\n3 vezes \n(Atual: $1),Заблокируйте появление\nвекков 3 раза\n(Выполнено: $1),Bloquea a los vek que emergen\n3 veces.\n(Actual: $1)
Bonus_Kill_Five,Kill at least $1 Enemies \n(Current: $2),Kill at least $1 Enemies \n(Current: $2),Tuer au moins $1 ennemis \n(Actuellement : $2),Vernichte mindestens $1 Gegner.\n(Derzeit: $2),최소 $1기의 적 처치\n(현재: $2),Zabij co najmniej $1 wrogów\n(obecnie: $2),Mate ao menos $1 inimigos \n(Atual: $2),Убейте не меньше $1 врагов \n(Убито: $2),Mata al menos a $1 enemigos.\n(Actual: $2)
Bonus_Asset,Protect the $1,Protect the $1,Protéger : $1,Beschütze: $1,$1 방어,Ochroń: $1,Proteja: $1,Защищайте объект ($1),Protege: $1.
Bonus_Simple_Kill,Kill all enemies before they retreat,Kill all enemies before they retreat,Tuer tous les ennemis avant qu'ils se replient,"Vernichte alle Gegner, bevor sie sich zurückziehen.",퇴각하기 전에 적 섬멸,"Zabij wszystkich wrogów, zanim się wycofają",Mate todos os inimigos antes de recuarem,"Убейте всех врагов, прежде чем они отступят",Mata a todos los enemigos antes de que se retiren.
Bonus_Simple_Grid,Take less than 3 Grid Damage,Take less than 3 Grid Damage,Le Réseau doit subir moins de 3 dégâts,Erleide weniger als 3 Netzschaden.,전력망 피해 2 이하로 받기,Strać mniej niż 3 pkt. Zasilania,Dano à Rede menor que 3,Допустите менее 3 ед. урона сети,Consigue que la red sufra menos de 3 de daño.
Bonus_Simple_Mechs,End battle with less than 4 Mech Damage,End battle with less than 4 Mech Damage,Finir le combat avec moins de 4 dégâts aux Mechas,Beende den Kampf mit weniger als 4 Mechschaden.,메크 피해 3 이하로 전투 종료,Odnieś mniej niż 4 pkt. obrażeń mechami,Menos de 4 de dano a Mekas até o fim,Закончите бой с менее чем 4 ед. урона у мехов,Acaba la batalla con menos de 4 de daño a mechs.
Bonus_Simple_Vek,Block Vek Spawning 3 times,Block Vek Spawning 3 times,Empêcher 3 fois les apparitions de Veks,Blocke 3-mal das Auftauchen neuer Vek,Vek 출현 3번 방해,Zablokuj veki pod ziemią 3 razy,Bloqueie surgimento Vek 3 vezes,Заблокируйте появление векков 3 раза,Bloquea a los vek que emergen 3 veces.
Bonus_Simple_Kill_Five,Kill at least $1 Enemies,Kill at least $1 Enemies,Tuer au moins $1 ennemis,Vernichte mindestens $1 Gegner,최소 $1기의 적 처치,Zabij co najmniej $1 wrogów,Mate ao menos $1 inimigos,Убейте не меньше $1 врагов,Mata al menos a $1 enemigos.
Bonus_Simple_Asset,Protect the $1,Protect the $1,Protéger : $1,Beschütze: $1,$1 방어,Ochroń: $1,Proteja: $1,Защищайте объект ($1),Protege: $1.
Asset_Tile_Tip_Past,Your bonus objective was to defend this structure.,Your bonus objective was to defend this structure.,Votre objectif bonus consistait à défendre cette structure.,Dein Bonusziel war die Verteidigung dieses Gebäudes.,이 임무의 추가 목표는 이 구조물을 방어하는 것이었습니다.,Twoim dodatkowym zadaniem była obrona tego budynku.,Seu objetivo bônus era defender esta estrutura.,Вашей дополнительной задачей было защищать этот объект.,El objetivo de bonificación era defender esta estructura.
Asset_Tile_Tip_Present,Your bonus objective is to defend this structure.,Your bonus objective is to defend this structure.,Votre objectif bonus consiste à défendre cette structure.,Dein Bonusziel ist die Verteidigung dieses Gebäudes.,이 임무의 추가 목표는 이 구조물을 방어하는 것입니다.,Twoim dodatkowym zadaniem jest obrona tego budynku.,Seu objetivo bônus é defender esta estrutura.,Ваша дополнительная задача: защищать этот объект.,El objetivo de bonificación es defender esta estructura.
Mission_Obj_Failed, (Failed), (Failed), (Vous avez échoué), (Fehlschlag), (실패), (Niewykonane), (Falhou), (провалено), (No superado)
Mission_Volatile_PreGame,Do not kill the Volatile Vek,Do not kill the Volatile Vek,Ne pas tuer le Vek Volatil,Töte nicht den Spreng-Vek.,폭발성 Vek을 처치하지 않기,Nie zabij Wybuchowego Veka,Não mate o Vek Volátil,Не убивайте гремучего векка,No mates al vek volátil.
Mission_Volatile_InGame,Don't let the Volatile \nVek die,Don't let the Volatile \nVek die,Ne pas laisser mourir le \nVek Volatil,Lass den Spreng-Vek\nnicht sterben.,폭발성 Vek\n을 죽이지 않기,Nie pozwól zginąć\nWybuchowemu Vekowi,Não deixe o Vek \nVolátil morrer,Не допустите гибели\nгремучего векка,No permitas que\nel vek volátil muera.
Mission_Solar_Objective,Defend the Solar Farms,Defend the Solar Farms,Défendre les fermes solaires,Verteidige die Solarfarmen.,태양광 발전소 방어,Obroń farmy solarne,Defenda Fazendas Solares,Защитить солнечную электростанцию,Defiende las granjas solares.
Mission_Solar_Objective_InGame,Defend the Solar Farms,Defend the Solar Farms,Défendre les fermes solaires,Verteidige die Solarfarmen.,태양광 발전소 방어,Obroń farmy solarne,Defenda Fazendas Solares,Защитить солнечную электростанцию,Defiende las granjas solares.
Mission_Solar_Name,Solar Farm,Solar Farm,Ferme solaire,Solarfarm,태양광 발전소,Farma solarna,Fazenda Solar,Солнечная электростанция,Granja solar
Mission_Power_Objective,Defend the Power Plants,Defend the Power Plants,Défendre les centrales électriques,Verteidige die Kraftwerke.,발전소 방어,Obroń elektrownie,Defenda Usinas de Energia,Защитить электростанции,Defiende las centrales eléctricas.
Mission_Power_Objective_InGame,Defend the Power Plants,Defend the Power Plants,Défendre les centrales électriques,Verteidige die Kraftwerke.,발전소 방어,Obroń elektrownie,Defenda Usinas de Energia,Защитить электростанции,Defiende las centrales eléctricas.
Mission_Wind_Objective_InGame,Defend the Wind Farms,Defend the Wind Farms,Défendre les parcs éoliens,Verteidige die Windfarmen.,풍력 발전소 방어,Obroń farmy wiatrowe,Defenda as Fazendas Eólicas,Защитить ветрогенераторы,Defiende las centrales eólicas.
Mission_Wind_Objective,Defend the Wind Farms,Defend the Wind Farms,Défendre les parcs éoliens,Verteidige die Windfarmen.,풍력 발전소 방어,Obroń farmy wiatrowe,Defenda as Fazendas Eólicas,Защитить ветрогенераторы,Defiende las centrales eólicas.
Mission_Critical_Tip_Present,Your bonus objective is to defend this structure.,Your bonus objective is to defend this structure.,Votre objectif bonus consiste à défendre cette structure.,Dein Bonusziel ist die Verteidigung dieses Gebäudes.,이 임무의 추가 목표는 이 구조물을 방어하는 것입니다.,Twoim dodatkowym zadaniem jest obrona tego budynku.,Seu objetivo bônus é defender esta estrutura.,Ваша дополнительная задача: защищать этот объект.,El objetivo de bonificación es defender esta estructura.
Mission_Critical_Tip_Past,Your bonus objective was to defend this structure.,Your bonus objective was to defend this structure.,Votre objectif bonus consistait à défendre cette structure.,Dein Bonusziel war die Verteidigung dieses Gebäudes.,이 임무의 추가 목표는 이 구조물을 방어하는 것이었습니다.,Twoim dodatkowym zadaniem była obrona tego budynku.,Seu objetivo bônus era defender esta estrutura.,Вашей дополнительной задачей было защищать этот объект.,El objetivo de bonificación era defender esta estructura.
Mission_Critical_Damaged,$1 (1 damaged),$1 (1 damaged),$1 (1 endommagée),$1 (1 beschädigt),$1 (1 손상됨),$1 (uszkodzono 1),$1 (danificaram 1),$1 (1 поврежд.),$1 (1 ha sufrido daños)
Mission_Critical_InGame,$1\n($2 / 2 undamaged),$1\n($2 / 2 undamaged),$1\n($2/2 non endommagée),$1\n($2 / 2 unbeschädigt),$1\n($2 / 2 온전함),$1\n($2 / 2 bez uszkodzeń),$1\n($2 / 2 sem danos),$1\n($2 / 2 неповрежд.),$1\n($2/2 no han sufrido daños)
Mission_Train_Obj,Defend the Train,Defend the Train,Défendre le train,Verteidige den Zug.,기차 방어,Obroń pociąg,Defenda o Trem,Защитить поезд,Defiende el tren.
Mission_Train_PostDamaged,Defend the Train (damaged),Defend the Train (damaged),Défendre le train (endommagé),Verteidige den Zug (beschädigt).,기차 방어 (손상됨),Obroń pociąg (uszkodzony),Defenda o Trem (danificado),Защитить поезд (поврежден),Defiende el tren (dañado).
Mission_Train_ObjDamaged,Defend the damaged train,Defend the damaged train,Défendre le train endommagé,Verteidige den beschädigten Zug.,손상된 기차 방어,Obroń uszkodzony pociąg,Defenda o Trem danificado,Защитить поврежденный поезд,Defiende el tren dañado.
Train_Move_Name,Choo Choo,Choo Choo,Tchou-tchou !,Tut-tut!,칙칙 폭폭,Odjazd!,Piuí Piuí,Ту-ту,"Chu, chuuu"
Train_Move_Description,"Move forward 2 spaces,  but will be destroyed if blocked.","Move forward 2 spaces,  but will be destroyed if blocked.","Avance de 2 cases, mais se fait détruire s'il se retrouve bloqué.","Bewegt sich 2 Felder vorwärts, wird aber zerstört, wenn geblockt.",앞으로 2칸 움직입니다. 길이 막히면 부셔집니다.,"Przejeżdża 2 pola, ale zablokowana trasa powoduje zniszczenia.","Avança 2 espaços à frente, mas será destruído se bloqueado.","Движется вперед на 2 клетки. Будет уничтожен, если наедет на преграду.","Se mueve 2 casillas hacia delante, pero se destruye si lo bloquean."
Env_Airstrike_Name,Air Support,Air Support,Soutien aérien,Luftunterstützung,공군 지원,Wsparcie lotnicze,Suporte Aéreo,Авиаподдержка,Apoyo aéreo
Env_Airstrike_Text,"Bombs will be dropped on the marked spaces,  killing any unit.","Bombs will be dropped on the marked spaces,  killing any unit.","Des bombes sont larguées sur les cases indiquées, tuant toutes les unités.","Es werden Bomben auf die Markierungen abgeworfen, die jede Einheit zerstören.",항공폭탄이 표시된 지역에 떨어져 그 지역의 유닛을 죽입니다.,"Na oznaczone pola spadną bomby, niszcząc wszystkie jednostki.",Bombas cairão nos espaços marcados. Mata qualquer unidade.,"В отмеченные клетки упадут бомбы, мгновенно уничтожив любой юнит.",Se lanzarán bombas a los espacios marcados que matarán a cualquier unidad.
Env_Airstrike_StratText,AIR SUPPORT,AIR SUPPORT,SOUTIEN AÉRIEN,LUFTUNTERSTÜTZUNG,공군 지원,WSPARCIE LOTNICZE,SUPORTE AÉREO,АВИАПОДДЕРЖКА,APOYO AÉREO
Env_Airstrike_CombatName,AIR SUPPORT,AIR SUPPORT,SOUTIEN AÉRIEN,LUFTUNTERSTÜTZUNG,공군 지원,WSPARCIE LOTNICZE,SUPORTE AÉREO,АВИАПОДДЕРЖКА,APOYO AÉREO
Mission_Artillery_Obj,Defend the Artillery Support,Defend the Artillery Support,Défendre le soutien d'artillerie,Verteidige die Artillerieunterstützung.,지원 포대 방어,Broń wyrzutni rakiet,Defenda a Artilharia de Suporte,Защитить артиллерию,Defiende el apoyo artillero.
Mission_Dam_Obj,Destroy the Dam,Destroy the Dam,Détruire le barrage,Zerstöre den Damm.,댐을 파괴,Zniszcz tamę,Destrua a Represa,Уничтожить плотину,Destruye la presa.
Mission_Satellite_Obj,Defend the Satellite Launches,Defend the Satellite Launches,Défendre les lancements de satellites,Sichere die Satellitenstarts,위성 발사 방어,Obroń rakiety satelitarne do startu,Defenda os Lançamentos de Satélite,Защитить ракеты со спутниками,Defiende los lanzamientos de satélites.
Mission_Satellite_Obj_Damaged,Defend the Satellite Launches (One Lost),Defend the Satellite Launches (One Lost),Défendre les lancements de satellites (1 perdu),Sichere die Satellitenstarts. (1 verloren),위성 발사 방어 (하나 실패),Obroń rakiety satelitarne do startu (jedna stracona),Defenda os Lançamentos de Satélite (Perdeu 1),Защитить ракеты со спутниками (одна уничтожена),Defiende los lanzamientos de satélites (se ha perdido uno).
Mission_Satellite_Obj_First,Defend the 1st satellite launch,Defend the 1st satellite launch,Défendre le 1er lancement de satellite,Sichere den 1. Satellitenstart.,첫번째 위성 발사 방어,Obroń pierwszą rakietę do startu,Defenda o 1º lançamento,Защитить первую ракету со спутником,Defiende el primer lanzamiento de satélites.
Mission_Satellite_Obj_First_Large,Defend the 1st\nsatellite launch,Defend the 1st\nsatellite launch,Défendre le 1er\nlancement de satellite,Sichere den\n1. Satellitenstart.,첫번째 위성\n발사 방어,Obroń pierwszą\nrakietę do startu,Defenda o 1º\nlançamento,Защитить первую\nракету со спутником,Defiende el primer\nlanzamiento de satélites.
Mission_Satellite_Obj_Second,Defend the 2nd satellite launch,Defend the 2nd satellite launch,Défendre le 2e lancement de satellite,Sichere den 2. Satellitenstart.,두번째 위성 발사 방어,Obroń drugą rakietę do startu,Defenda o 2º lançamento,Защитить вторую ракету со спутником,Defiende el segundo lanzamiento de satélites.
Mission_Satellite_Obj_Second_Large,Defend the 2nd\nsatellite launch,Defend the 2nd\nsatellite launch,Défendre le 2e\nlancement de satellite,Sichere den\n2. Satellitenstart.,두번째 위성\n발사 방어,Obroń drugą\nrakietę do startu,Defenda o 2º\nlançamento,Защитить вторую\nракету со спутником,Defiende el segundo\nlanzamiento de satélites.
Mission_Tanks_Obj,Defend the Tanks,Defend the Tanks,Défendre les tanks,Verteidige die Panzer.,탱크 방어,Obroń czołgi,Defenda os Tanques,Защитить танки,Defiende los tanques.
Mission_Tanks_Obj_Damaged,Defend the Tanks (One Lost),Defend the Tanks (One Lost),Défendre les tanks (1 perdu),Verteidige die Panzer. (1 verloren),탱크 방어 (하나 잃음),Obroń czołgi (jeden stracony),Defenda os Tanques (perdeu 1),Защитить танки (один уничтожен),Defiende los tanques (se ha perdido uno).
Mission_Tanks_Obj_InGame,Defend the Tanks\n($1/2 undamaged),Defend the Tanks\n($1/2 undamaged),Défendre les tanks\n($1/2 non endommagé),Verteidige die Panzer.\n($1/2 unbeschädigt),탱크 방어\n($1/2 남음),Obroń czołgi\n($1/2 bez uszkodzeń),Defenda os Tanques\n(danificou $1/2),Защитить танки\n($1/2 без повреждений),Defiende los tanques.\n($1/2 no han sufrido daños)
Env_Tides_Name,High Tides,High Tides,Marée haute,Flut,대형 해일,Wysokie Fale,Maré Alta,Прилив,Mareas vivas
Env_Tides_Text,Marked tiles will turn to water at the start of the enemy turn.,Marked tiles will turn to water at the start of the enemy turn.,Les cases marquées se transforment en eau au début du tour de l'ennemi.,Markierte Felder werden zu Beginn der gegnerischen Runde zu Wasser.,표시된 타일이 적의 턴 시작에 물 타일로 바뀝니다.,Woda zaleje oznaczone pola na początku wrogiej tury.,Espaços marcados se tornarão água ao início do turno inimigo.,Отмеченные клетки станут водными в начале вражеского хода.,Las casillas marcadas pasarán a ser de agua al principio del turno enemigo.
Env_Tides_StratText,TIDAL WAVES,TIDAL WAVES,RAZ-DE-MARÉE,FLUTWELLEN,해일,WYSOKIE FALE,TSUNAMI,ПРИЛИВ,MAREMOTOS
Env_Tides_CombatName,TIDES,TIDES,MARÉE,FLUT,해일,FALE,ONDAS,ПРИЛИВ,MAREAS
Mission_AcidTank_Obj,Kill 4 enemies inflicted with A.C.I.D.,Kill 4 enemies inflicted with A.C.I.D.,Tuer 4 ennemis affectés par l'A.C.I.D.E.,Vernichte 4 Gegner mit A.C.I.D.U.M.,A.C.I.D.가 묻은 적 4기 처치,Zabij 4 wrogów pokrytych K.W.A.S-em,Mate 4 inimigos afetados por A.C.I.D.,"Убить 4 врагов, облитых кислотой",Mata a 4 enemigos afectados por el A.C.I.D.O.
Mission_AcidTank_Obj_PostGame,Kill 4 enemies inflicted with A.C.I.D. ($1 killed),Kill 4 enemies inflicted with A.C.I.D. ($1 killed),Tuer 4 ennemis affectés par l'A.C.I.D.E. ($1 tué(s)),Vernichte 4 Gegner mit A.C.I.D.U.M. ($1 vernichtet),A.C.I.D.가 묻은 적 4기 처치 ($1 처치),Zabij 4 wrogów pokrytych K.W.A.S-em (zabici: $1),Mate 4 inimigos afetados por A.C.I.D. (matou $1),"Убить 4 врагов, облитых кислотой. (Убито: $1)",Mata a 4 enemigos afectados por el A.C.I.D.O. ($1 muertos)
Mission_AcidTank_Obj_InGame,Kill 4 enemies inflicted\nwith A.C.I.D. ($1/4 killed),Kill 4 enemies inflicted\nwith A.C.I.D. ($1/4 killed),Tuer 4 ennemis affectés\npar l'A.C.I.D.E. ($1/4 tué(s)),Vernichte 4 Gegner mit\nA.C.I.D.U.M. ($1/4 vernichtet),A.C.I.D.가 묻은 적\n4기 처치 ($1/4 처치),Zabij 4 wrogów\npokrytych K.W.A.S-em (zabici: $1/4),Mate 4 inimigos afetados\npor A.C.I.D. (matou $1/4),"Убить 4 врагов, облитых\nкислотой. (Убито: $1/4)",Mata a 4 enemigos afectados\npor el A.C.I.D.O. ($1/4 muertos)
Mission_Barrels_Obj,Destroy the A.C.I.D. Vats,Destroy the A.C.I.D. Vats,Détruire les cuves d'A.C.I.D.E.,Zerstöre die A.C.I.D.U.M.-Tanks.,A.C.I.D. 통 파괴,Zniszcz zbiorniki K.W.A.S-u,Destrua as cubas de A.C.I.D,Уничтожить баки с кислотой,Destruye los tanques de A.C.I.D.O.
Mission_Barrels_Obj_PostGame,Destroy the Vats (One Remains),Destroy the Vats (One Remains),Détruire les cuves (il en reste 1),Zerstöre die Tanks. (1 übrig),통 파괴 (하나 남음),Zniszcz zbiorniki (pozostał jeden),Destrua as cubas (resta 1),Уничтожить баки (остался один),Destruye los tanques (queda uno).
Env_BeltLine_Name,Conveyors,Conveyors,Tapis roulants,Förderbänder,컨베이어 벨트,Pasy transmisyjne,Esteiras,Конвейеры,Cintas
Env_BeltLine_Text,Conveyor Belts will push any unit on them in the marked direction at the start of the enemy turn.,Conveyor Belts will push any unit on them in the marked direction at the start of the enemy turn.,Les tapis roulants déplacent les unités situées dessus dans la direction indiquée au début du tour de l'ennemi.,Förderbänder schieben Einheiten zu Beginn der gegnerischen Runde in die angezeigte Richtung.,컨베이어 벨트가 적의 턴 시작에 지정된 방향으로 유닛을 밉니다.,"Na początku tury wroga pasy transmisyjne popchną w oznaczonym kierunku dowolną jednostkę, która się na nich znajduje.","As esteiras empurram unidades na direção apontada, no início do turno inimigo.",Конвейеры сдвигают любой оказавшийся на них юнит в указанном направлении в начале хода врага.,Las cintas transportadoras desplazarán a las unidades que estén sobre ellas en la dirección que se indica al principio del turno enemigo.
Env_BeltLine_StratText,CONVEYOR BELTS,CONVEYOR BELTS,TAPIS ROULANTS,FÖRDERBÄNDER,컨베이어 벨트,PASY TRANSMISYJNE,ESTEIRAS,КОНВЕЙЕРЫ,CINTAS TRANSPORTADORAS
Env_BeltLine_CombatName,CONVEYORS,CONVEYORS,TAPIS ROULANTS,FÖRDERBÄNDER,컨베이어 벨트,PASY TRANSMISYJNE,ESTEIRAS,КОНВЕЙЕРЫ,CINTAS
Mission_Disposal_Obj_Unit,Defend the Disposal Unit,Defend the Disposal Unit,Défendre l'unité de traitement des déchets,Verteidige die Entsorgungseinheit.,폐기처리 시설 방어,Obroń utylizator,Defenda a Unidade de Resíduos,Защитить утилизационную установку,Defiende la unidad trituradora.
Mission_Disposal_Obj_Mnt,Destroy all mountains,Destroy all mountains,Détruire toutes les montagnes,Zerstöre alle Berge.,모든 산 파괴,Zniszcz wszystkie góry,Destrua as montanhas,Уничтожить все горы,Destruye todas las montañas.
Mission_Bomb_Obj,Defend the Prototype Renfield Bombs,Defend the Prototype Renfield Bombs,Défendre les prototypes de bombes Renfield,Verteidige die Prototypen der Renfield-Bombe.,시제 렌필드 폭탄 방어,Obroń prototypowe bomby Renfielda,Defenda os Protótipos de Bomba Renfield,Защитить экспериментальные бомбы Ренфилда,Defiende los prototipos de bomba Renfield.
Mission_Bomb_Obj_Failed,Defend Prototype Renfield Bombs (One Lost),Defend Prototype Renfield Bombs (One Lost),Défendre les prototypes de bombes Renfield (1 perdue),Verteidige die Prototypen der Renfield-Bombe. (1 verloren),시제 렌필드 폭탄 방어 (하나 잃음),Obroń prototypowe bomby Renfielda (jedna stracona),Defenda os Protótipos de Bomba Renfield (perdeu 1),Защитить экспериментальные бомбы (одна уничтожена),Defiende los prototipos de bomba Renfield (se ha perdido uno).
Mission_Bomb_Obj_InGame,Defend the Bombs\n($1/2 undamaged),Defend the Bombs\n($1/2 undamaged),Défendre les bombes\n($1/2 non endommagée(s)),Verteidige die Bomben.\n($1/2 unbeschädigt),폭탄 방어\n($1/2 온전함),Obroń bomby\n($1/2 bez uszkodzeń),Defenda as Bombas\n(danificaram $1/2),Защитить бомбы\n($1/2 без повреждений),Defiende las bombas.\n($1/2 no han sufrido daños)
Env_Cataclysm_Name,Cataclysmic Earthquakes,Cataclysmic Earthquakes,Séismes cataclysmiques,Kataklystische Beben,단층 지진,Katastroficzne Trzęsienia Ziemi,Terremotos Cataclísmicos,Катастрофическое землетрясение,Terremotos cataclísmicos
Env_Cataclysm_Text,"Marked tiles will become Chasms at the start of the enemy turn,  killing any ground units present.","Marked tiles will become Chasms at the start of the enemy turn,  killing any ground units present.","Les cases marquées se transforment en gouffres au début du tour de l'ennemi, tuant toutes les unités au sol présentes dessus.",Markierte Felder werden zu Beginn der gegnerischen Runde zu Abgründen und vernichten alle dort befindlichen Bodeneinheiten.,표시된 타일이 적의 턴 시작에 균열로 바뀌어 지상 유닛을 죽입니다.,"Oznaczone pola zapadną się na początku tury wroga, co zabije znajdujące się na nich jednostki lądowe.",Espaços marcados se tornarão Abismos ao início do turno inimigo. Mata qualquer unidade terrestre.,"Отмеченные клетки превратятся в пропасти в начале вражеского хода, а нелетающие юниты на них будут уничтожены.",Las casillas marcadas se convertirán en abismos al principio del turno enemigo y matarán a todas las unidades terrestres presentes.
Env_Cataclysm_StratText,CATACLYSM,CATACLYSM,CATACLYSME,KATAKLYSMUS,지각 변동,KATAKLIZM,CATACLISMO,ЗЕМЛЕТРЯСЕНИЕ,CATACLISMO
Env_Cataclysm_CombatName,CATACLYSM,CATACLYSM,CATACLYSME,KATAKLYSMUS,지각 변동,KATAKLIZM,CATACLISMO,ЗЕМЛЕТРЯСЕНИЕ,CATACLISMO
Env_Seismic_Name,Seismic Activity,Seismic Activity,Activité sismique,Seismische Aktivität,지각 활동,Aktywność Sejsmiczna,Atividade Sísmica,Сейсмическая активность,Actividad sísmica
