ID,English,Chinese_Simplified,French,German,Italian,Polish,Portuguese_Brazil,Russian,Spanish
Tutorial_DeadTutorial_Title,Disabled Squad,Disabled Squad,Escadron hors de combat,Einheit kampfunfähig,분대 전멸,Oddział wyłączony,Esquadrão Incapacitado,Отряд выведен из строя,Escuadrón inutilizado
Tutorial_DeadTutorial_Text,"All of your Mechs were disabled. In normal battles, the Vek would then continue their attacks and the mission would end. \n\nFor this tutorial, your Mechs have been fully repaired.","All of your Mechs were disabled. In normal battles, the Vek would then continue their attacks and the mission would end. \n\nFor this tutorial, your Mechs have been fully repaired.","Tous vos Mechas sont hors de combat. Si c'était une bataille normale, les Veks poursuivraient leur assaut et la mission prendrait fin. \n\nPour ce didacticiel, vos Mechas ont été totalement réparés.",Deine gesamten Mechs sind kampfunfähig. In normalen Kämpfen würden die Vek mit ihren Angriffen fortfahren und die Mission wäre gescheitert.\n\nIn diesem Tutorial wurden deine Mechs dagegen vollständig repariert.,"모든 메크가 무력화되었습니다. 일반 전투에서는, Vek이 임무가 끝날 때까지 공격을 계속할 것입니다. \n\n이 튜토리얼에서만, 메크가 완전히 수리됩니다.",Wszystkie twoje mechy zostały wyłączone. W normalnych starciach veki atakowałyby dalej i misja dobiegłaby końca. \n\nNa potrzeby samouczka naprawiliśmy wszystkie mechy.,"Todos os seus Mekas foram incapacitados. Nas batalhas normais, os Vek continuariam os ataques e a missão se encerraria.\n\nNeste tutorial, seus Mekas foram consertados.","Все ваши мехи были выведены из строя. Обычный бой закончился бы тем, что векки продолжили бы свое наступление.\n\nВ рамках обучения все мехи были полностью отремонтированы.","Todos tus mechs han quedado inutilizados. En una batalla normal, los vek seguirían con sus ataques y la misión terminaría.\n\nEn este tutorial, los mechs se han reparado por completo."
Tutorial_CombatGameover_Text,"Your Power Grid has been reduced to zero. Normally this would mean game over. \n\nBecause this is a simulation, you can continue fighting the Vek.","Your Power Grid has been reduced to zero. Normally this would mean game over. \n\nBecause this is a simulation, you can continue fighting the Vek.","La puissance de votre Réseau a été réduite à zéro. En temps normal, cela voudrait dire que la partie est terminée. \n\nMais comme ceci est une simulation, vous pouvez continuer à affronter les Veks.","Dein Energienetz wurde auf 0 reduziert. Normalerweise wäre das Spiel jetzt vorbei.\n\nDa es sich aber nur um eine Simulation handelt, kannst du weiter gegen die Vek kämpfen.","전력망이 0으로 떨어졌습니다. 보통 게임 오버를 의미합니다. \n\n하지만 지금은 시뮬레이션이기 때문에, Vek이랑 계속 싸울 수 있습니다.",Poziom Sieci Zasilania spadł do zera. W normalnej grze byłby to koniec. \n\nW tej symulacji możesz kontynuować walkę.,"Sua Rede de Energia chegou a zero. Normalmente, este seria o fim do jogo.\n\nPorém, como se trata de uma simulação, você pode continuar a luta contra os Vek.","Состояние энергосети упало до нуля. Обычно это означает конец игры.\n\nНо, поскольку это симуляция, вы можете продолжить бой с векками.","La red eléctrica ha quedado reducida a cero. Esto supondría el final de una partida normal.\n\nComo estamos en una simulación, puedes seguir luchando contra los vek."
Tutorial_CombatGameover_Title,Game Over,Game Over,Partie terminée,Spielende,게임 오버,Koniec gry,Fim de Jogo,Игра окончена,Fin de la partida
Tutorial_CombatUndo_Text,You cannot hit the enemy from this location. Use 'Undo Move' to reposition the Mech!,You cannot hit the enemy from this location. Use 'Undo Move' to reposition the Mech!,"Vous ne pouvez pas toucher l'ennemi depuis cet endroit. Utilisez ""Annuler le déplacement"" pour repositionner votre Mecha !","Von hier aus kannst du den Gegner nicht treffen. Wähle ""Bewegung rückgängig"", um den Mech neu zu positionieren.",이 위치에서 적을 칠 수 없습니다. '이동 취소'를 통해 메크의 위치를 재조정하세요! ,"Nie możesz stąd zaatakować wroga. Użyj przycisku Cofnij Ruch, aby zmienić położenie mecha.","Você não pode acertar o inimigo a partir deste local. Use ""Desfazer Jogada"" para reposicionar o Meka!",Вы не можете нанести удар по врагу из этого места. Действие «Отменить движение» позволит вам переместить мех иначе!,No puedes impactar al enemigo desde esta ubicación. ¡Usa Deshacer movimiento para recolocar el mech!
Tutorial_CombatUndo_Title,Undo Movement,Undo Movement,Annuler le déplacement,Bewegung rückgängig,이동 취소,Cofnij Ruch,Desfazer Jogada,Отмена движения,Deshacer movimiento
Tutorial_CombatPunch_Text,Punch this enemy!,Punch this enemy!,Frappez cet ennemi !,Schlage diesen Gegner!,이 적을 치세요,Walnij tego wroga!,Soque este inimigo!,Ударьте этого врага!,¡Dale un puñetazo a este enemigo!
Tutorial_CombatPunch_Title,,,,,,,,,
Tutorial_CombatMove_Text,Move your Mech here!,Move your Mech here!,Amenez votre Mecha ici !,Bewege deinen Mech hierhin!,메크를 이 곳으로 움직이세요,Przemieść mecha tutaj!,Mova seu Meka para cá!,Переместите мех сюда!,¡Mueve aquí el mech!
Tutorial_CombatMove_Title,,,,,,,,,
Tutorial_CombatMove_Gamepad_Text,Move your Mech here! \n\nPress the [A Button] to confirm movement.,Move your Mech here! \n\nPress the [A Button] to confirm movement.,Amenez votre Mecha ici !\n\nAppuyez sur le [bouton A] pour confirmer votre déplacement.,"Bewege deinen Mech hierhin!\n\nDrücke den [A-Knopf], um die Bewegung zu bestätigen.",메크를 이 곳으로 움직이세요! \n\n[A Button]을 눌러 이동을 확정하세요. ,"Przemieść mecha tutaj! \n\nNaciśnij [przycisk A], aby potwierdzić ruch.",Mova seu Meka para cá!\n\nPressione [Botão A] para confirmar o movimento.,"Переместите мех сюда!\n\nНажмите [кнопку А], чтобы подтвердить перемещение.",¡Mueve aquí el mech!\n\nPulsa el [botón A] para confirmar el movimiento.
Tutorial_CombatMove_Gamepad_Title,,,,,,,,,
Tutorial_CombatPush_Text,"Your Mech's punch PUSHED this unit. It will now attack a new location! \n\nPushes can save buildings from enemy attacks, or even make enemies attack each other.","Your Mech's punch PUSHED this unit. It will now attack a new location! \n\nPushes can save buildings from enemy attacks, or even make enemies attack each other.","Le coup porté par votre Mecha a POUSSÉ cette unité, qui va désormais attaquer une autre cible ! \n\nEn poussant les ennemis, vous pouvez sauver vos bâtiments, ou même faire en sorte qu'un ennemi en attaque un autre.",Dein Angriff hat diese Einheit verschoben. Sie greift jetzt ein anderes Ziel an!\n\nDas Verschieben von Gegnern kann Gebäude vor Angriffen bewahren oder sogar Gegner einander angreifen lassen.,메크의 펀치가 이 유닛을 밀었습니다. 이제 Vek이 다른 곳을 공격할 것입니다! \n\n밀기는 건물을 적 공격으로부터 지킬수도 있고 적을 서로 공격하게 만들 수도 있습니다. ,"Uderzenie pięścią POPCHNĘŁO wroga. Teraz zaatakuje inne pole! \n\nPopychanie może uchronić budynki przed atakami lub sprawić, że wrogowie zaatakują się nawzajem.","O soco do seu Meka EMPURROU esta unidade. Agora ela atacará um novo local!\n\nEmpurrões podem proteger estruturas contra ataques inimigos, ou mesmo fazê-los se atacarem.","Удар вашего меха ТОЛКНУЛ цель. Теперь этот юнит будет атаковать другую клетку!\n\nТолкая цели, вы можете защищать здания от атак и даже заставлять врагов атаковать друг друга.","¡El puñetazo del mech ha empujado a la unidad, por lo que esta atacará a una nueva ubicación!\n\nLos empujones pueden salvar a los edificios de los ataques enemigos o incluso hacer que los enemigos se ataquen entre sí."
Tutorial_CombatPush_Title,Pushing Enemies,Pushing Enemies,Pousser les ennemis,Gegner verschieben,적 밀기,Popychanie wrogów,Empurrar Inimigos,Перемещение врагов,Empujar a enemigos
Tutorial_CombatTank_Text,This is your Cannon Mech. \n\nIt shoots a projectile that travels in a straight line until it hits another object.,This is your Cannon Mech. \n\nIt shoots a projectile that travels in a straight line until it hits another object.,Ceci est votre Mecha Canonnier. \n\nIl tire un projectile qui avance en ligne droite jusqu'à ce qu'il touche un autre objet.,"Dies ist dein Kanonenmech.\n\nEr verschießt ein Projektil, das in gerader Linie fliegt, bis es auf ein anderes Objekt trifft.",이것은 전차 메크입니다. \n\n다른 물체에 맞을 때까지 직선으로 날라가는 투사체를 쏩니다. ,"To twój Mech Czołgowy. \n\nWystrzeliwuje pociski, które lecą w linii prostej, aż w coś nie trafią.",Este é seu Meka Canhão.\n\nEle dispara projéteis que percorrem uma linha reta até acertarem um objeto.,"Это пушечный мех.\n\nОн выпускает снаряд, который летит по прямой, пока не попадет в какой-нибудь объект.",Este es tu mech de cañón.\n\nDispara un proyectil que se desplaza en línea recta hasta que impacta con un objeto.
Tutorial_CombatTank_Title,Cannon Mech,Cannon Mech,Mecha Canonnier,Kanonenmech,전차 메크,Mech Czołgowy,Meka Canhão,Пушечный мех,Mech de cañón
Tutorial_CombatComplete_Text,"Every mission, you win by surviving until the Vek retreat.","Every mission, you win by surviving until the Vek retreat.","À chaque mission, vous gagnez en survivant jusqu'à ce que les Veks se replient.","Jede Mission, die du gewinnst, indem du bis zum Rückzug der Vek überlebst.","모든 임무에서, Vek이 퇴각할때까지 살아남으면 승리합니다. ",W każdej misji wytrwanie do odwrotu veków oznacza zwycięstwo.,Você vence as missões quando sobrevive até os Vek recuarem.,"В каждом задании вам нужно продержаться до момента, когда векки отступят.","En todas las misiones, se gana sobreviviendo hasta que los vek se retiren."
Tutorial_CombatComplete_Title,Completing Missions,Completing Missions,Accomplir des missions,Missionen abschließen,임무 완수,Ukończenie misji,Concluir Missões,Выполнение заданий,Superar misiones
Tutorial_CombatBonus_Text,Missions also have bonus objectives. \n\nCompleting these will earn you additional resources after the battle.,Missions also have bonus objectives. \n\nCompleting these will earn you additional resources after the battle.,Les missions s'accompagnent également d'objectifs bonus. \n\nAccomplissez-les pour gagner des ressources supplémentaires après la bataille.,"Missionen haben auch Bonusziele.\n\nWenn du diese Ziele abschließt, erhältst du nach dem Kampf zusätzliche Ressourcen.",임무는 추가 목표가 존재합니다. \n\n추가 목표를 완수해서 전투 후 추가 자원을 얻을 수 있습니다. ,Misje mają także zadania dodatkowe.\n\nZa ich wykonanie otrzymasz po bitwie dodatkowe zasoby.,As missões também têm objetivos bônus.\n\nConclua-os para ganhar recursos extras após a batalha.,"В заданиях встречаются дополнительные задачи.\n\nЕсли вы выполните их, то получите после боя больше ресурсов.","Las misiones también tienen objetivos de bonificación.\n\nSi se superan, se consiguen recursos adicionales tras la batalla."
Tutorial_CombatBonus_Title,Bonus Objectives,Bonus Objectives,Objectifs bonus,Bonusziele,추가 목표,Zadania dodatkowe,Objetivos Bônus,Дополнительные задачи,Objetivos de bonificación
Tutorial_CombatWeapon_Text,Click on a weapon to use it. The number keys will also work as a shortcut. \n\nYou may not move after you've shot a weapon.,Click on a weapon to use it. The number keys will also work as a shortcut. \n\nYou may not move after you've shot a weapon.,Cliquez sur une arme pour l'utiliser. Les touches numériques fonctionnent également comme raccourcis. \n\nVous ne pouvez pas vous déplacer après avoir utilisé votre arme.,"Klicke auf eine Waffe, um sie zu benutzen. Die Zifferntasten dienen hier auch als Shortcut.\n\nNach dem Abfeuern einer Waffe darfst du dich nicht bewegen.",무장을 클릭해 사용하세요. 숫자 키를 단축키로 사용 가능합니다. \n\n무장은 사용한 후에 움직일 수 없습니다. ,"Kliknij broń, aby ją wybrać. Możesz też użyć klawiszy numerycznych. \n\nPo użyciu broni nie możesz się ruszać.",Clique em uma arma para usá-la. As teclas numéricas também servem de atalho.\n\nNão é possível se mover após disparar uma arma.,"Щелкните по оружию, чтобы применить его. Можно также использовать горячие клавиши с цифрами.\n\nПосле применения оружия перемещение невозможно.",Haz clic en un arma para usarla. También puedes usar los números como atajos de teclado.\n\nNo podrás moverte después de disparar un arma.
Tutorial_CombatWeapon_Title,Weapon Use,Weapon Use,Utiliser ses armes,Waffengebrauch,무장 사용,Używanie broni,Usar Armas,Использование оружия,Uso de armas
Tutorial_CombatWeapon_Gamepad_Text,Use the [ZR Button] to arm your primary weapon. \n\nYou may not move after you've shot a weapon.,Use the [ZR Button] to arm your primary weapon. \n\nYou may not move after you've shot a weapon.,Utilisez le [bouton ZR] pour armer votre arme principale. \n\nVous ne pouvez pas vous déplacer après avoir utilisé votre arme.,"Benutze die [ZR-Taste], um deine Hauptwaffe bereit zu machen.\n\nNach dem Abfeuern einer Waffe darfst du dich nicht bewegen.",[ZR Button]으로 주무장을 사용하세요. \n\n무장은 사용한 후에 움직일 수 없습니다.,"Naciśnij [przycisk ZR], aby wybrać podstawową broń. \n\nPo użyciu broni nie możesz się ruszać.",Use [Botão ZR] para preparar sua arma principal.\n\nNão é possível se mover após disparar uma arma.,"Нажмите [кнопку ZR], чтобы применить основное оружие.\n\nПосле применения оружия перемещение невозможно.",Usa el [botón ZR] para preparar el arma principal.\n\nNo podrás moverte después de disparar un arma.
Tutorial_CombatWeapon_Gamepad_Title,Weapon Use,Weapon Use,Utiliser ses armes,Waffengebrauch,무장 사용,Używanie broni,Usar Armas,Использование оружия,Uso de armas
Tutorial_CombatEnd_Text,"When all of your Mechs have used an action or there is nothing left for your units to do, you can end your turn.","When all of your Mechs have used an action or there is nothing left for your units to do, you can end your turn.","Quand tous vos Mechas ont utilisé une action et que vos unités n'ont plus rien à faire, vous pouvez mettre un terme à votre tour.","Wenn all deine Mechs eine Aktion ausgeführt haben oder nichts mehr machen können, kannst du deine Runde beenden.","메크가 전부 행동을 끝내거나 유닛이 할 수 있는 것이 없다면, 턴을 마칠 수 있습니다. ","Kiedy wszystkie twoje mechy wykonały ruch lub nie zostało ci nic do zrobienia, możesz zakończyć turę.",Você pode encerrar o turno quando todos os seus Mekas tiverem feito uma ação ou não houver mais nada para suas unidades fazerem.,"После того как все ваши мехи использовали свои действия, вам остается лишь закончить ход.","Cuando todos tus mechs hayan empleado una acción o tus unidades ya no puedan hacer nada más, podrás acabar el turno."
Tutorial_CombatEnd_Title,End Turn,End Turn,Fin du tour,Runde beenden,턴 끝내기,Skończ turę,Encerrar Turno,Конец хода,Acabar el turno
Tutorial_CombatEnd_Gamepad_Text,"When all of your Mechs have used an action or there is nothing left for your units to do, you can end your turn. \n\nPress the $1 to end your turn.","When all of your Mechs have used an action or there is nothing left for your units to do, you can end your turn. \n\nPress the $1 to end your turn.","Quand tous vos Mechas ont utilisé une action et que vos unités n'ont plus rien à faire, vous pouvez mettre un terme à votre tour.\n\nAppuyez sur $1 pour terminer votre tour.","Wenn all deine Mechs eine Aktion ausgeführt haben oder nichts mehr machen können, kannst du deine Runde beenden.\n\nPer $1 kannst du deine Runde beenden.","메크가 전부 행동을 끝내거나 유닛이 할 수 있는 것이 없다면, 턴을 마칠 수 있습니다. \n\n$1으로 턴을 마치세요. ","Kiedy wszystkie twoje mechy wykonały akcję lub nie zostało ci nic do zrobienia, możesz zakończyć turę. \n\nNaciśnij $1, aby to zrobić.",Você pode encerrar o turno quando todos os seus Mekas tiverem feito uma ação ou não houver mais nada para suas unidades fazerem.\n\nPressione $1 para encerrar seu turno.,"После того как все ваши мехи использовали свои действия, вам остается лишь закончить ход.\n\nНажмите $1, чтобы закончить ход.","Cuando todos tus mechs hayan empleado una acción o tus unidades ya no puedan hacer nada más, podrás acabar el turno.\n\nPulsa $1 para acabar el turno."
Tutorial_CombatEnd_Gamepad_Title,End Turn,End Turn,Fin du tour,Runde beenden,턴 끝내기,Skończ turę,Encerrar Turno,Конец хода,Acabar el turno
Tutorial_Tanks_Text,The tanks have come online and can now be controlled!,The tanks have come online and can now be controlled!,Les tanks sont en ligne et vous pouvez désormais les contrôler !,Die Panzer sind jetzt online und können gesteuert werden!,이제 전차가 움직이기 시작해 조작할 수 있습니다! ,Czołgi zostały aktywowane i można nimi sterować!,Os tanques foram ativados e agora é possível controlá-los!,Танки активированы. Теперь вы можете управлять ими!,¡Los tanques se han activado y puedes controlarlos!
Tutorial_Tanks_Title,Old Earth Tanks,Old Earth Tanks,Tanks terrestres,Alte-Welt-Panzer,구 지구 전차,Czołgi Dawnej Ziemi,Tanques da Terra Antiga,Танки Старой Земли,Tanques de la Vieja Tierra
Tutorial_Terraform_Text,This Terraformer unit is under your control during this mission. \n\nUse it to turn Grass tiles into Sand tiles.,This Terraformer unit is under your control during this mission. \n\nUse it to turn Grass tiles into Sand tiles.,Ce Terraformeur est sous votre contrôle pendant cette mission. \n\nServez-vous-en pour transformer les cases de prairie en cases de sable.,Dieser Terraformer steht in dieser Mission unter deiner Kontrolle.\n\nWandle mit ihm Grasfelder in Sandfelder um.,이 테라포머 유닛은 임무 중에 당신의 지휘 아래 있습니다. \n\n사용해 초원 타일을 모래 타일로 바꾸세요. ,"Kontrolujesz ten terraformer podczas misji. \n\nSkorzystaj z niego, aby zamienić pola trawy na pola piasku.",Você pode controlar esta unidade Terraformadora nesta missão.\n\nUse-a para transformar espaços de Grama em Areia.,В этом задании под вашим управлением находится терраформер.\n\nОн превращает клетки с травой в клетки с песком.,"Durante esta misión, tendrás el control de esta unidad de terraformación.\n\nÚsala para convertir las casillas de hierba en casillas de arena."
Tutorial_Terraform_Title,Terraformer,Terraformer,Terraformeur,Terraformer,테라포머,Terraformer,Terraformador,Терраформер,Terraformador
Tutorial_VolatileVek_Text,Your bonus objective in this mission is to not let this Vek die.,Your bonus objective in this mission is to not let this Vek die.,Votre objectif bonus dans cette mission consiste à faire en sorte que le Vek ne meure pas.,Als Bonusziel in dieser Mission darfst du den Vek nicht sterben lassen.,이 임무의 추가 목표는 이 Vek을 죽지 않도록 하는 것입니다. ,"Twoim zadaniem dodatkowym w tej misji jest nie pozwolić, aby ten vek zginął.",O objetivo bônus nesta missão é impedir que este Vek morra.,Ваша дополнительная задача: не допустить гибели этого векка.,El objetivo de bonificación de esta misión es que este vek no muera.
Tutorial_VolatileVek_Title,Volatile Vek,Volatile Vek,Vek Volatil,Spreng-Vek,폭발성 Vek,Wybuchowy Vek,Vek Volátil,Гремучий векк,Vek volátil
