ID,English,Chinese_Simplified,French,German,Italian,Polish,Portuguese_Brazil,Russian,Spanish
Ach_Global_Island_Building_Title,The Defenders,,Défenseur ultime,Die Verteidiger,방어자,Obrońcy,Os Defensores,Защитники,Los Defensores
Ach_Global_Island_Building_Text,Finish a Corporate Island without taking Building Damage,,Terminer une île sans qu'aucun bâtiment ne subisse des dégâts,"Schließe eine Konzerninsel ab, ohne dass Gebäude Schaden erleiden.",빌딩에 손상을 전혀 입히지 않고 섬 한 곳을 완료,Ukończ jedną wyspę korporacyjną bez uszkodzeń budynków.,Conclua uma Ilha Corporativa sem sofrer dano a Estruturas,Зачистите корпоративный остров без ущерба для зданий.,Completa una isla corporativa sin que ningún edificio sufra daño.
Ach_Global_Island_Building_Failed,Failed on current Island,,Objectif raté sur l'île actuelle,Auf aktueller Insel fehlgeschlagen,현재 섬에서 실패함,Nieudane na obecnej wyspie,Falhou na Ilha atual,Провалено на текущем острове,No superado en la isla actual
Ach_Global_Island_Mechs_Title,Untouchable,,Intouchable,Unberührbar,새로 뽑은 메크처럼,Nietykalni,Intocável,Неуловимые мстители,Los Intocables
Ach_Global_Island_Mechs_Text,Finish a Corporate Island without taking Mech Damage (Repaired damage is still damage),,Terminer une île sans qu'aucun Mecha ne subisse des dégâts (les dégâts réparés comptent tout de même comme des dégâts),"Schließe eine Konzerninsel ab, ohne Mechschaden zu erleiden (einschließlich repariertem Schaden).",메크에 손상을 전혀 입지 않고 섬 한 곳을 완료 (수리 미반영),Ukończ jedną wyspę korporacyjną bez odnoszenia obrażeń mechami. Naprawa liczy się do obrażeń.,Conclua uma Ilha Corporativa sem sofrer dano a Mekas (dano reparado ainda conta como dano),Зачистите корпоративный остров без повреждения мехов (отремонтированные повреждения все равно считаются).,Completa una isla corporativa sin que ningún mech sufra daño (el daño reparado cuenta como daño).
Ach_Global_Island_Mechs_Failed,Failed on current Island,,Objectif raté sur l'île actuelle,Auf aktueller Insel fehlgeschlagen,현재 섬에서 실패함,Nieudane na obecnej wyspie,Falhou na Ilha atual,Провалено на текущем острове,No superado en la isla actual
Ach_Global_Island_Power_Title,Backup Batteries,,Batteries de secours,Hilfsbatterien,보조 배터리,Zapasowe Baterie,Baterias Reserva,Резервные батареи,Baterías de repuesto
Ach_Global_Island_Power_Text,Earn or buy 10 Grid Power on a single Corporate Island,,Gagner ou acheter 10 points de puissance Réseau sur une seule île,Erhalte oder kaufe 10 Netzenergie auf einer einzelnen Konzerninsel.,섬 한 곳에서 전력 10 이상 얻거나 구매,Zdobądź lub kup 10 pkt. Zasilania na jednej wyspie korporacyjnej.,Ganhe ou compre 10 Energias de Rede em uma única Ilha Corporativa,Заработайте или приобретите 10 ед. мощности энергосети на одном корпоративном острове.,Consigue o compra 10 de energía de red en una misma isla corporativa.
Ach_Global_Island_Power_Progress,Progress: $1 Grid Power earned,,Progression : $1 point(s) de puissance Réseau gagné(s),Fortschritt: $1 Netzenergie erhalten,진행도 - 얻은 전력 : $1,Liczba zdobytych punktów Zasilania: $1,Progresso: obteve $1 Energia(s) de Rede,Прогресс: $1 ед. мощности,Avance: $1 de energía de red conseguida
Ach_Global_Island_Rep_Title,Good Samaritan,,Bon samaritain,Barmherziger Samariter,선한 사마리아인,Dobry Samarytanin,Bom Samaritano,Добрый самаритянин,Buen samaritano
Ach_Global_Island_Rep_Text,Earn 9 Reputation from missions on a single Corporate Island,,Gagner 9 points de Réputation en accomplissant des missions sur une seule île,Erhalte 9 Reputation durch Missionen auf einer einzelnen Konzerninsel.,섬 한 곳에서 평판 포인트 9 이상 획득,Zdobądź 9 pkt. reputacji z misji na jednej wyspie korporacyjnej.,Ganhe 9 de Reputação em missões numa única Ilha Corporativa,Заработайте 9 ед. репутации за задания на одном корпоративном острове.,Consigue 9 de reputación por misiones en una misma isla corporativa.
Ach_Global_Island_Rep_Progress,Progress: $1 Reputation earned,,Progression : $1 point(s) de Réputation gagné(s),Fortschritt: $1 Reputation erhalten,진행도 - 평판 포인트: $1,Liczba zdobytych pkt. reputacji: $1,Progresso: ganhou $1 de Reputação,Прогресс: $1 ед. репутации получено,Avance: $1 de reputación conseguida
Ach_Global_Pilot_Max_Title,Field Promotion,,Promotion sur le terrain,Beförderung,야전 진급,Wywalczony Awans,Promoção de Patente,Карьерный рост,Ascenso por méritos
Ach_Global_Pilot_Max_Text,Have a Pilot reach maximum level,,Amener un pilote au niveau maximum,Besitze einen Piloten mit maximaler Stufe.,조종사를 최대 레벨로 올리기,Osiągnij jednym pilotem maksymalny poziom.,Alcance o nível máx. com um Piloto,Доведите прогресс пилота до максимального уровня.,Consigue que un piloto llegue al nivel máximo.
Ach_Global_Pilot_Three_Title,Best of the Best,,Crème de la crème,Crème de la Crème,최강자들의 싸움,Najlepsi z Najlepszych,Os Melhores dos Melhores,Лучшие из лучших,Los mejores entre los mejores
Ach_Global_Pilot_Three_Text,Have 3 Pilots at maximum level simultaneously,,Avoir simultanément 3 pilotes au niveau maximum,Besitze gleichzeitig drei Piloten mit maximaler Stufe.,세 조종사 동시에 최대 레벨 올리기,Dysponuj 3 pilotami na maksymalnym poziomie jednocześnie.,Tenha 3 Pilotos no nível máx. simultaneamente,Доведите 3 пилотов до максимального уровня одновременно.,Consigue que 3 pilotos lleguen al nivel máximo simultáneamente.
Ach_Global_Pilot_Three_Progress,Progress: $1 Max Level Pilot(s),,Progression : $1 pilote(s) au niveau max,Fortschritt: $1 Piloten auf max. Stufe,진행도 - 최대 레벨 조종사: $1,Liczba pilotów na maksymalnym poziomie: $1,Progresso: $1 Piloto(s) de nível máx.,Прогресс: $1,Avance: $1 piloto(s) a nivel máximo
Ach_Global_Pilot_Unlocked_Title,Come Together,,Rassemblement,Versammelt euch,너 내 동료가 되어라,W Kupie Raźniej,União Faz a Força,Вместе веселее,Una gran familia
Ach_Global_Pilot_Unlocked_Text,Unlock 6 additional Pilots,,Débloquer 6 pilotes supplémentaires,Schalte 6 zusätzliche Piloten frei.,조종사 6명을 해금,Odblokuj 6 dodatkowych pilotów.,Desbloqueie 6 Pilotos adicionais,Разблокируйте 6 дополнительных пилотов.,Desbloquea 6 pilotos adicionales.
Ach_Global_Pilot_Unlocked_Progress,Progress: $1 Pilots,,Progression : $1 pilotes,Fortschritt: $1 Piloten,진행도 - $1명,Liczba odblokowanych pilotów: $1,Progresso: $1 Piloto(s),Прогресс: $1,Avance: $1 pilotos
Ach_Global_Pilot_Final_Title,I'm getting too old for this...,,Je suis trop vieux pour ça...,Ich werde zu alt für so was ...,난 이 짓 하기엔 너무 늙었어…,Starość Nie Radość,Já não tenho mais idade pra isso...,Слишком стар для этого...,Ya no tengo edad para esto...
Ach_Global_Pilot_Final_Text,Have an individual Pilot fight the final battle 3 times across multiple games,,Livrer la bataille finale 3 fois avec le même pilote au cours de plusieurs parties,Lass einen einzelnen Piloten dreimal im Endkampf in verschiedenen Spielen kämpfen.,한 조종사를 세 번 최종 전투에 데려가기,Niech ten sam pilot weźmie udział w finałowej bitwie 3 razy w różnych grach.,Faça um mesmo Piloto lutar a batalha final 3 vezes dentre vários jogos,Возьмите одного и того же пилота в 3 разных финальных боя (в разных играх).,Haz que un mismo piloto libre la batalla final en 3 partidas distintas.
Ach_Global_Pilot_Final_Progress,Progress: $1 Final Battle(s),,Progression : $1 bataille(s) finale(s),Fortschritt: $1-mal im Endkampf gekämpft,진행도 - 최종 전투: $1,Liczba finałowych bitew z tym samym pilotem: $1,Progresso: $1x na Batalha Final,Прогресс: $1,Avance: $1 batalla(s) final(es)
Ach_Global_Pilot_Face_Title,Distant Friends,,Amis lointains,Entfernte Bekannte,멀고 먼 곳에서 온 친구,Dalecy Znajomi,Amigos Distantes,Далекие друзья,Amigos de fuera
Ach_Global_Pilot_Face_Text,Encounter a familiar face,,Rencontrer un visage familier,Begegne einem bekannten Gesicht.,낯익은 얼굴과 만나기,Spotkaj znajomą twarz.,Encontre um rosto familiar,Встретьте знакомое лицо,Encuéntrate un rostro familiar.
Ach_Global_Challenge_Power_Title,Sustainable Energy,,Énergie durable,Nachhaltige Energie,지속 가능한 에너지,Przyjazna Energia,Energia Sustentável,Возобновляемая энергия,Energía sostenible
Ach_Global_Challenge_Power_Text,Finish 3 Corporate Islands without dropping below 4 Grid Power,,Terminer 3 îles sans que votre puissance Réseau tombe en dessous de 4,"Schließe 3 Konzerninseln ab, ohne unter 4 Netzenergie zu fallen.",전력을 4 아래로 떨어지지 않고 섬 세 곳을 완료,Ukończ 3 wyspy korporacyjne bez spadania poniżej 4 pkt. Sieci Zasilania.,Conclua 3 Ilhas Corporativas sem cair abaixo de 4 de Energia de Rede,"Пройдите 3 корпоративных острова, не позволяя энергосети упасть ниже 4 единиц.",Completa 3 islas corporativas sin bajar de 4 de energía de red.
Ach_Global_Challenge_Power_Failed,Failed: Dropped below 3 Power,,Échec : puissance Réseau en dessous de 3,Fehlschlag: Unter 3 Energie gefallen,실패함 - 전력이 3 이하로 떨어짐,Nieudane: Sieć Zasilania spadła poniżej 4 pkt.,Falhou: menos de 3 de Energia,Провалено: уровень упал до 3 и ниже,No superado: Has quedado por debajo de 3 de energía.
Ach_Global_Challenge_Mods_Title,Engineering Dropout,,À l'ancienne,Möchtegerningenieur,과포자,Inżynieryjny Wagarowicz,Desisti de Engenharia,Мы что-то забыли...,La mecánica no es lo mío
Ach_Global_Challenge_Mods_Text,Finish 3 Corporate Islands without powering a Weapon Modification,,Terminer 3 îles sans activer de modifications d'arme,"Schließe 3 Konzerninseln ab, ohne eine Waffenmodifikation einzusetzen",무장 업그레이드에 전원을 공급하지 않고 섬 세 곳을 완료,Ukończ 3 wyspy korporacyjne bez zasilania modyfikacji broni.,Conclua 3 Ilhas Corporativas sem energizar uma Mod. de Arma,"Пройдите 3 корпоративных острова, не активировав ни одной оружейной модификации.",Completa 3 islas corporativas sin activar ninguna modificación de arma.
Ach_Global_Challenge_Mods_Failed,Failed: Modification powered,,Échec : modification activée,Fehlschlag: Modifikation eingesetzt,실패함 - 업그레이드 적용됨,Nieudane: Zasilono modyfikację broni,Falhou: energizou Modificação,Провалено: модификация активирована,No superado: Has activado una modificación.
Ach_Global_Challenge_Pods_Title,Chronophobia,,Chronophobie,Chronophobie,시간여행공포증,Chronofobia,Cronofobia,Хронофобия,Cronofobia
Ach_Global_Challenge_Pods_Text,Finish 3 Corporate Islands and destroy every Time Pod discovered,,Terminer 3 îles en détruisant toutes les capsules temporelles que vous trouverez,Schließe 3 Konzerninseln ab und zerstöre alle gefundenen Zeitkapseln.,모든 발견한 타임 포드를 파괴하고 섬 세 곳을 완료,Ukończ 3 wyspy korporacyjne i zniszcz każdą odkrytą chronokapsułę.,Conclua 3 Ilhas Corporativas e destrua todas as Cápsulas do Tempo,"Пройдите 3 корпоративных острова, уничтожив все найденные временные капсулы.",Completa 3 islas corporativas y destruye todas las cápsulas temporales que encuentres.
Ach_Global_Challenge_Pods_Failed,Failed: Time Pod collected,,Échec : capsule temporelle récupérée,Fehlschlag: Zeitkapsel eingesammelt,실패함 - 타임 포드 수집함,Nieudane: Zebrano chronokapsułę,Falhou: pegou Cápsula do Tempo,Провалено: капсула захвачена,No superado: Cápsula temporal recogida.
Ach_Global_Challenge_Perfect_Title,There is No Try,,Il n'y a pas d'essai,Versuchen nicht erlaubt,해 본다는 건 없다,Nie Ma Próbowania,Fracasso Não é Opção,Само совершенство,Pero no lo intentes
Ach_Global_Challenge_Perfect_Text,Finish 3 Corporate Islands without failing an objective,,Terminer 3 îles sans échouer dans un seul objectif,Schließe 3 Konzerninseln ab und erfülle dabei alle Ziele.,목표를 하나도 실패하지 않고 섬 세 곳을 완료,Ukończ 3 wyspy korporacyjne bez niewykonanych zadań.,Conclua 3 Ilhas Corporativas sem falhar nenhum objetivo,"Пройдите 3 корпоративных острова, не провалив ни одной задачи.",Completa 3 islas corporativas superando todos los objetivos.
Ach_Global_Challenge_Perfect_Failed,Failed: Objective failed,,Échec : vous avez raté un objectif,Fehlschlag: Ziel nicht erreicht,실패함 - 목표 실패,Nieudane: Nie wykonano zadania,Falhou: perdeu objetivo,Провалено: задача провалена,No superado: Objetivo no superado.
Ach_Global_Challenge_New_Title,Trusted Equipment,,Équipement fiable,Bewährte Ausrüstung,손때 묻은 장비,Sprzęt Godny Zaufania,Equipamento de Confiança,Надежное снаряжение,Equipamiento fiable
Ach_Global_Challenge_New_Text,Finish 3 Corporate Islands without equipping any new Pilots or weapons,,Terminer 3 îles sans vous équiper de nouveaux pilotes ou de nouvelles armes,"Schließe 3 Konzerninseln ab, ohne neue Piloten oder Waffen auszurüsten.",새 조종사나 장비를 장착하지 않고 섬 세 곳을 완료,Ukończ 3 wyspy korporacyjne bez wyposażania nowych broni lub zmiany pilotów.,Conclua 3 Ilhas Corporativas sem equipar nenhum Piloto ou arma nova.,"Пройдите 3 корпоративных острова, не используя новых пилотов и оружия.",Completa 3 islas corporativas sin equipar armas ni pilotos nuevos.
Ach_Global_Challenge_New_Failed,Failed: Changed loadout,,Échec : équipement changé,Fehlschlag: Veränderte Ausrüstung,실패함 - 장비 교체함,Nieudane: Zmieniono wyposażenie lub pilota,Falhou: trocou Composição,Провалено: конфигурация изменена,No superado: Has cambiado la configuración.
Ach_Random_1_Title,Loot Boxes!,,À moi le butin !,Beutekisten!,돌려돌려 돌림판!,Skrzynki z łupami!,Mais Caixinhas!,Лутбоксы!,¡Cajas de recompensas!
Ach_Random_1_Text,Open 5 Time Pods in a single game,,Ouvrir 5 capsules temporelles au cours d'une même partie,Öffne 5 Zeitkapseln in einem einzelnen Spiel.,한 게임에서 타임 포드 5개를 열기,Otwórz 5 chronokapsuł w jednej grze.,Abra 5 Cápsulas do Tempo numa mesma partida,Откройте 5 темпоральных капсул за одну игру.,Abre 5 cápsulas temporales en una misma partida.
Ach_Random_1_Progress,Progress: $1 opened,,Progression : $1 capsule(s) ouverte(s),Fortschritt: $1 geöffnet,진행도 - $1 포드 열음,Liczba otwartych kapsuł: $1,Progresso: abriu $1,Прогресс: $1,Avance: $1 abiertas
Ach_Random_2_Title,Lucky Start,,Chance de débutant,Guter Anfang,금수저,Czysty Fart,Sorte de Principiante,Удачное начало,Comienzo afortunado
Ach_Random_2_Text,Beat the game (any length) without spending any Reputation,,Vaincre le jeu (durée au choix) sans dépenser de Réputation,"Schließe das Spiel ab (beliebige Länge), ohne Reputation auszugeben.",평판 포인트를 사용하지 않고 게임에서 승리 (섬 수 무관),Ukończ grę z dowolną liczbą zabezpieczonych wysp bez wydawania reputacji.,Vença o jogo (qualquer duração) sem gastar nenhuma Reputação,"Пройдите игру (любой длительности), не тратя репутации.",Gana una partida (cualquier duración) sin gastar reputación.
Ach_Random_2_Failed,Failed: Spent Reputation,,Échec : Réputation dépensée,Fehlgeschlagen: Reputation ausgegeben,실패함 - 포인트 사용함,Nieudane: Wydano reputację,Falhou: gastou Reputação,Провалено: репутация потрачена,No superado: Has gastado reputación.
Ach_Random_3_Title,Change the Odds,,Défense renforcée,Andere Verhältnisse,기도메타 ON,Odwrócone Szanse,Sorte do seu Lado,Хорошие шансы,Probabilidades a favor
Ach_Random_3_Text,Raise Grid Defense to 30% or more,,Augmenter la défense Réseau à 30 % ou plus,Erhöhe die Netzabwehr auf 30% oder mehr.,방어율을 30% 이상으로 올리기,Zwiększ Obronę Sieci do 30% lub więcej.,Aumente a Defesa de Rede para 30% ou mais,Повысьте защиту энергосети до 30% или выше.,Mejora la defensa de red al 30% o más.
Ach_Custom_1_Title,Mech Specialist,,Mecha de prédilection,Mechspezialist,메크 전문가,Specjalista od Mechów,Especialista em Mekas,Узкая специализация,Especialista en un mech
Ach_Custom_1_Text,Beat the game with 3 of the same Mech,,Vaincre le jeu avec 3 exemplaires du même Mecha,Schließe das Spiel mit 3 Mechs derselben Art ab.,같은 메크 3기로 게임에서 승리,Ukończ grę oddziałem złożonym z 3 takich samych mechów.,Vença o jogo com 3 Mekas iguais,Пройдите игру с тремя одинаковыми мехами.,Gana una partida con 3 mechs iguales.
Ach_Custom_1_Failed,Impossible: Current Squad doesn't satisfy requirements,,Impossible : l'escadron actuel ne répond pas aux prérequis,Nicht möglich: Aktuelle Einheit erfüllt Voraussetzungen nicht.,불가능: 현 분대 조건 불만족,Niemożliwe: Obecny oddział nie spełnia warunków osiągnięcia.,Impossível: Esquadrão atual não preenche os requisitos,Невыполнимо: текущий отряд не отвечает требованиям,Imposible: El escuadrón actual no cumple los requisitos.
Ach_Custom_2_Title,Class Specialist,,Spécialiste des classes,Klassenspezialist,클래스 전문가,Specjalista Klasowy,Especialista de Classe,Классный специалист,Especialista en una clase
Ach_Custom_2_Text,Beat the game with 3 different Mechs from the same class,,Vaincre le jeu avec 3 Mechas différents de même classe,Schließe das Spiel mit 3 verschiedenen Mechs derselben Klasse ab.,같은 클래스의 서로 다른 메크 3기로 게임에서 승리,Ukończ grę oddziałem złożonym z 3 mechów tej samej klasy.,Vença o jogo com 3 Mekas diferentes da mesma classe,Пройдите игру с тремя разными мехами одного класса.,Gana una partida con 3 mechs diferentes de la misma clase.
Ach_Custom_2_Failed,Impossible: Current Squad doesn't satisfy requirements,,Impossible : l'escadron actuel ne répond pas aux prérequis,Nicht möglich: Aktuelle Einheit erfüllt Voraussetzungen nicht.,불가능: 현 분대 조건 불만족,Niemożliwe: Obecny oddział nie spełnia warunków osiągnięcia.,Impossível: Esquadrão atual não preenche os requisitos,Невыполнимо: текущий отряд не отвечает требованиям,Imposible: El escuadrón actual no cumple los requisitos.
Ach_Custom_3_Title,Flight Specialist,,Spécialiste du vol,Flugspezialist,비행 전문가,As Przestworzy,Especialista em Voo,Потому что мы пилоты,Especialista en vuelo
